unique_id,name,edition,card_number,race,type,cost,power,health,loyalty,power_icons,traits,rules_text,illustrator,card_quantity
11039,Chosen of the Gods,Cataclysm,39,Chaos,Tactic,2,,,2,,,"Action: Target opponent chooses a zone controlled by another player with no burned zones, if able. Burn that zone. ""All will suffer under our might."" –Archaon",Mark Molnar,3
02010,Chosen of Tzeentch,The Skavenblight Threat,10,Chaos,Unit,3,1,2,2,1,Sorceror,Hit Points: 2 Sorceror. Quest. Action: Spend 1 resource to deal 1 damage to one target damaged unit (limit once per turn). Let change flow froth from your wounds.,Chris Trevas,
01039,Church of Sigmar,Core Set,39,Empire,Support,2,1,,2,1,Building,Building. Kingdom. Opponents cannot target your units with card effects unless they pay an additional 1 resource per effect.,Trevor Cook,2
05013,Citadel of Dusk,March of the Damned,13,High Elf,Support,2,1,,2,1,Building,"Building. When this card enters play, place 3 resource tokens on it. Action: Remove a resource token from this card to have it gain [Power] until the end of the turn (limit once per turn).",Tysen Johnson,3
01040,City Gates,Core Set,40,Empire,Support,2,1,,1,1,Building,"Building. Forced: After your turn begins, place the top card of your deck into this zone as a development.",Dimitri Bielak,1
08101,Clan Armoury,The Imperial Throne,101,Dwarf,Support,1,,,2,0,Building,"Building. If a [Dwarf] attachment would leave play, you may spend 1 resource to return it to its owners hand.",Chris Quilliams,3
09077,Clan Eshin Mutant,Vessel of the Winds,77,Neutral,Unit,6,2,4,0,2,"Skaven, Mutant, Assassin","Hit Points: 4 Skaven. Mutant. Assassin. Destruction only. Battlefield only. This unit enters play corrupted. Action: When this unit enters or leaves play, deal 2 damage to target unit. Then, destroy that unit if it has 1 remaining hit point.",Andrew Olson,3
02057,Clan Moulder's Elite,Tooth and Claw,57,Neutral,Unit,2,2,5,0,2,"Warrior, Skaven",Hit Points: 5 Warrior. Skaven. Destruction only. Battlefield only. This unit cannot defend.,Alex Boyd,1
02016,Clan Rats,The Skavenblight Threat,16,Neutral,Unit,2,1,1,0,1,Skaven,"Hit Points: 1 Skaven. Destruction only. Action: Corrupt this unit to have one other target Skaven unit gain [Power] until the end of the turn. Quick, quick. You go first. I guard your tail.",Alex Boyd,
12023,Clanrat Clawleader,Hidden Kingdoms,23,Neutral,Unit,2,1,2,,,Skaven,"- Destruction only. Action: When this unit attacks, put a Skaven unit with cost 2 or less into play as an attacker. Sacrifice that unit at the end of the turn.",,
05040,Cloak of Feathers,March of the Damned,40,Neutral,Support,1,,,0,0,"Lizardmen, Order only, Attachment.","Attachment. Lizardmen. Order only. Attach to a target Lizardmen unit. Attached unit gains Savage 2 (whenever this unit is dealt damage, it may deal 2 damage to target unit in any corresponding zone.)",Anna Christenson,3
08023,Clockwork Horse,Realm of the Phoenix King,23,Empire,Support,0,,,2,0,Attachment,Attachment. Attach to a target [Empire] unit. Attached unit gains Toughness 1. Action: Spend 1 resource to attach this card to target [Empire] unit.,Mike Capprotti,3
01093,Cloud of Flies,Core Set,93,Chaos,Support,0,,,1,0,"Attachment, Spell","Attachment. Spell. Attach to a target unit you control. At the beginning of your turn, you may deal 1 uncancellable damage to this unit and to one target unit.",Michael Ivan,1
05024,Cloying Quagmire,March of the Damned,24,Chaos,Tactic,2,,,2,,Spell,Spell. Action: Choose a target unit. Corrupt that unit and deal 2 damage to it.,Leonardo Borazio,3
10096,Cold One Champion,The Ruinous Hordes,96,Dark Elf,Unit,4,2,3,2,2,Cavalry,"Hit Points: 3 Cavalry. Raider 2. Scout. you would dare challenge me? Very well, my beast is hungry.",Alexandre Daniche,3
02053,Cold One Chariot,Tooth and Claw,53,Dark Elf,Unit,3,2,X,2,2,Cavalry,Hit Points: X Cavalry. X is the number of developments in this zone. The scythes and cold ones will slaughter all before us.,Eric Polak,3
03026,Cold One Knight,Assault on Ulthuan,26,Dark Elf,Unit,3,1,3,1,1,Warrior,"Hit Points: 3 Warrior. Toughness 1 (whenever this unit is assigned damage, cancel 1 of that damage). Vicious and stupid, these reptilian creatures require a warrior of great skill to control them.",Dave Gallagher,
01108,Cold One Riders,Core Set,108,Dark Elf,Unit,4,2,3,1,2,"Cavalry, Elite",Hit Points: 3 Cavalry. Elite. Counterstrike 1 (this unit deals 1 combat damage immediately after defending).,Dan Wheaton,1
06072,Comet of Casandora,Signs in the Stars,72,High Elf,Tactic,2,,,3,,Spell,"Spell. Action: Reveal the top 2 cards of your deck. Deal X indriect damage to each player. X is the total printed cost of the revealed cards. Then, put the revealed cards on the bottom of your deck.",Lin Bo,3
01112,Contested Fortress,Core Set,112,Neutral,Support,3,1,,0,1,Building,Building. Limited (you cannot play more than one limited card per turn). Cancel 1 damage to your capital each turn.,Geoff Taylor,3
01113,Contested Stronghold,Core Set,113,Neutral,Support,4,1,,0,1,Building,Building. Limited (you cannot play more than one limited card per turn). This support gains [Power] for each of your developments in this zone.,Reid Southern,3
01111,Contested Village,Core Set,111,Neutral,Support,1,1,,,,Building,- Limited (you cannot play more than one limited card per turn).,,
08084,Convocation of Eagles,City of Winter,84,High Elf,Tactic,0,,,2,,,"Action: Gain 1 resource. Then, you may put this card on top of your deck. Great Eagles have an excellent sense of timing.",Jeffrey Lai,3
12037,Corb Polyborg,Hidden Kingdoms,37,Neutral,Unit,2,1,2,,,"Creature, Mage",,,
05051,Corpse Cart,March of the Damned,51,Neutral,Support,1,,,0,0,"Undead, Warmachine, Destruction only.",Undead. War Machine. Destruction only. Battlefield. Action: Spend 1 resource to discard the top 2 cards of your deck.,Zachary Graves,3
04099,Corruption of Purity,The Fourth Waystone,99,Neutral,Tactic,1,,,0,,,"Destruction only. Action: Until the end of the turn, when target unit is restored, corrupt two other units in that zone. The taint spreads until it consumes everything.",Tom Garden,3
05028,Corsair Raider,March of the Damned,28,Dark Elf,Support,2,1,,1,1,Ship,"Ship. Action: At the beginning of your turn, target unit loses [Power] until the end of the turn.",Zachary Graves,3
11045,Corsair Tower,Cataclysm,45,Dark Elf,Support,2,1,,1,1,Building,"Building. Action: When a card is discarded from an opponent's hand, discard the top card of that player's deck.",Yoann Boissonnet,3
03029,Corsairs of Ghrond,Assault on Ulthuan,29,Dark Elf,Unit,3,1,3,1,1,Warrior,"Hit Points: 3 Warrior. Battlefield. Forced: When this unit leaves play, one target unit gets -2 hit points until the end of the turn. The sea is cruel, but pales in comparison to these natural born killers.",Thomas Manning,
09096,Council of Thirteen,Portent of Doom,96,Neutral,Support,2,1,,0,1,Skaven,"Skaven. Destruction only. Forced: At the beginning of your turn, discard the top card of your deck. Choose a target unit that has the same printed cost as the discarded card, if able. Until the end of the turn, if that unit is destroyed, draw 4 cards or gain 4 resources.",David A. Nash,3
12028,Count Vlad Von Carstein,Hidden Kingdoms,28,Neutral,Legend,5,6,3,,,"Undead, Vampire","- You may play this legend from your discard pile as if he were in your hand. If you have no cards in your hand and deck, you win the game (instead of losing).",,
08055,Countermoves,The Iron Rock,55,Dark Elf,Tactic,2,,,2,,Witch Elf,Witch Elf. Play when an opponent plays a tactic. Action: Destroy target unit. This ground is consecrated to Khaine with your blood.,Dan Wheaton,3
05049,Countess Iseara,March of the Damned,49,Neutral,Unit,6,3,4,0,3,"Hero, Undead, Vampire. Destruction only.",Hit Points: 4 Hero. Undead. Vampire. Destruction only. Limit one Hero per zone. Action: Spend 1 resource and choose a target unit in your discard pile. That unit gains Necromancy until the end of the turn.,Francisco Rico Torres,3
04069,Courage of Aenarion,Redemption of a Mage,69,High Elf,Tactic,1,,,2,,,Action: Restore all corrupt units that you control. The blood of kings flows in our veins!,Carolina Eade,3
08094,Court of the Witch King,City of Winter,94,Dark Elf,Support,4,3,,5,3,Capital Center,"Capital Center. This card enters play with 4 resource tokens on it. Action: At the beginning of your turn, remove a resource token from this card. Then, if there are no resource tokens on this card, discard the top 10 cards of target opponent's deck.",Matt Zeilinger,3
06083,Crafting the Rune,The Eclipse of Hope,83,Dwarf,Tactic,3,,,3,,Rune,"Rune. Action: Put the top card of your deck into play facedown as a development. Then, destroy target support card with cost X or lower. X is the number of developments you control.",DiMan,3
09106,Creature Pen,Shield of the Gods,106,Orc,Support,2,1,,1,1,Location,"Location. Quest. Action: At the beginning of your turn, search the top 5 cards of your deck for a Creature unit, reveal it, and add it to your hand. Shuffle your deck.",David A. Nash,3
11042,Crimson Brides,Cataclysm,42,Dark Elf,Unit,2,1,2,1,1,Witch Elf,"Hit Points: 2 Witch Elf. Action: Sacrifice this unit to discard 1 card at random from each opponent's hand. Being killed by a witch elf may seem unlucky, but it is better than being dragged away alive.",Dan Wheaton,3
10001,Crone Hellebron,Days of Blood,1,Dark Elf,Legend,3,1-2-1,3,2,,,"Forced: When this legend enters play, you must burn 3 zones instead of 2 to win for the rest of the game. While this legend is participating in an attack, defending opponent must discard a card from the top of his deck for each combat damage dealt to his capital.",David Vargo,3
01056,Crooked Teef Goblins,Core Set,56,Orc,Unit,1,1,1,1,1,"Goblin, Warrior",Hit Points: 1 Goblin. Warrior. Battlefield only. If itz shiny itz mine!,Karl Kopinski,3
05043,Crypt Ghouls,March of the Damned,43,Neutral,Unit,2,1,1,0,1,"Undead, Warrior.","Hit Points: 1 Undead. Warrior. Destruction only. Action: When this unit leaves play, gain 2 resources. Once living men, ghouls feed on the flesh of the dead.",Ryan Barger,3
08077,Cube of Darkness,Karaz a Karak,77,Neutral,Tactic,2,,,0,,Lizardmen,Lizardmen. Order only. Play only if you control a Lizardmen unit. Action: Cancel an Action just triggered by a card in play. That Action may not be triggered for the rest of the turn.,Andrew Olson,3
01104,Culling the Weak,Core Set,104,Chaos,Tactic,2,,,1,,,Action: Sacrifice a unit to have all units in your battlefield gain [Power] until the end of the turn.,Chris Trevas,1
01086,Cultist of Slaanesh,Core Set,86,Chaos,Unit,2,1,1,1,1,Zealot,Hit Points: 1 Zealot. Quest. Action: Spend 4 resources to destroy one target development. You feel most alive at the brink of death.,Mark Molnar,1
04074,Curse of the Leper,Redemption of a Mage,74,Chaos,Support,1,,,2,0,"Attachment, Disease",Attachment. Disease. Attach to a target unit. Treat each damage on attached unit as 2 damage. May the flesh fall from your bones.,Mike Capprotti,3
07054,Curse of Years,Legends,54,Neutral,Support,2,,,0,0,"Undead, Attachment, Spell.","Undead. Attachment. Spell. Destruction only. Attach to a target unit. Attached unit gets -1 hit points for each resource token on this card. Action: At the beginning of its controller's turn, put a resource token on this card.",Matthew Starbuck,3
01128,Cut Supply Lines,Core Set,128,Neutral,Draft,,,,,,,,,
02111,Da Brainbusta!,Arcane Fire,111,Orc,Tactic,10,,,3,,Epic Spell,"Epic Spell. Play at the beginning of your turn. Action: Destroy all opponents' units. Uh, oh, dat shaman's got too much WAAAGH! in 'im. He's gonna blow!",Ryan Barger,1
09026,Da Great Leader,Fragments of Power,26,Orc,Tactic,3,,,2,,,Play only if you control a legend or Artefact support card. Action: Each [Orc] unit you control gains [Power][Power] until the end of the turn.,Ignacio Lazcano,3
10042,Da Great Waaagh!,Battle for the Old World,42,Orc,Quest,0,,,3,,Mission,"Mission. Play in any opponent's zone under your control. When you assign combat damage to this zone, you may place any number of that combat damage on this quest instead. Forced: When the 3rd damage token is placed here, sacrifice this quest to gain an additional battlefield phase this turn after the current battlefield phase.",Ryan Barger,3
09066,Da Immortulz,Vessel of the Winds,66,Orc,Unit,4,2,4,1,2,Bodyguard,Hit Points: 4 Bodyguard. This unit can attack or defend (from any zone) whenever an [Orc] legend you control attacks or defends. Da immortulz neva die wifout a fight!,Sam Flegal,3
08114,Daemon Prince,The Imperial Throne,114,Chaos,Unit,0,4,4,3,4,Daemon,Hit Points: 4 Daemon. Battlefield only. This unit cannot be declared as an attacker or defender unless it has exactly 3 resource tokens on it. Action: Sacrifice a unit to put a resource token on this unit.,Timo Karhula,3
10114,Daemon Summoner,Faith and Steel,114,Chaos,Unit,2,1,2,2,1,Cultist,Hit Points: 2 Cultist. Action: Sacrifice this unit to play a Daemon unit from your hand into this zone. That unit's cost is lowered by 2. Fanatical cultists who offer their lives to the dominion of chaos.,0 Comments,3
12049,Daemonic Offering,Hidden Kingdoms,49,Chaos,Support,0,,,,,Tribute,- Non-Chaos only. Action: Sacrifice this card to ignore the loyalty cost of the next Chaos card you play this turn.,,
06041,Daemonslayer,The Twin Tailed Comet,41,Dwarf,Unit,4,2,4,2,2,Slayer,"Hit Points: 4 Slayer. Toughness X. X is the number of resource tokens on this unit. Action: When you play a development from your hand, put a resource token on this card.",Jarreau Wimberly,3
02095,Daemonsword,Warpstone Chronicles,95,Chaos,Support,2,,,1,0,"Attachment, Relic","Attachment. Relic. Attach to a target [Chaos] unit. Corrupt that unit. Attached unit gains [Power][Power][Power] and gets +2 hit points. A potent weapon, provided you can prevent the daemon within from consuming you.",Mark Smith,1
09037,Dance to Loec,Fragments of Power,37,Neutral,Tactic,0,,,0,,Wood Elf,"Wood Elf. Order only. Action: Play this card as a development (it does not count against your development limit). The intricate patterns weave a tapestry of skin and shadow, war and flame.",Magali Villeneuve,3
06080,Danse Macabre,Signs in the Stars,80,Neutral,Tactic,2,,,0,,"Undead, Spell",Undead. Spell. Destruction only. Action: Target unit gets -1 hit points until the end of the turn for each Undead unit in your discard pile.,Ignacio Lazcano,3
04039,Dark Abyss,The Fall of Karak Grimaz,39,Neutral,Support,2,1,,0,1,Location,"Location. Action: At the beginning of your turn, discard the top card of target player's deck. The void shall consume everything.",Dimitri Bielak,3
12031,Dark Acolyte,Hidden Kingdoms,31,Neutral,Unit,3,1,3,,,"Undead, Vampire",- Destruction only.This unit gains the power of the topmost unit in your discard pile.,,
06116,Dark Blessing,Fiery Dawn,116,Dark Elf,Tactic,2,,,2,,Spell,Spell. Action: Discard the top card of your deck to have target unit gain [Power] equal to the printed cost of the discarded card. Great sacrifices bring great rewards.,Fergus Duggan,3
11046,Dark Covenant,Cataclysm,46,Dark Elf,Support,1,,,3,0,"Hex, Attachment","Hex. Attachment. Attach to a target unit. If a card would be discarded at random from the hand of attached unit’s controller, you may instead look at that hand and choose and discard 1 card.",Christina Davis,3
07039,Dark Elf Assassin,Legends,39,Dark Elf,Unit,3,1,2,2,1,Warrior,"Hit Points: 2 Warrior. If you control a legend, this unit gains ""Action: When this unit attacks, destroy target damaged unit.""",Games Workshop Ltd,3
06016,Dark Elf Infiltrator,Omens of Ruin,16,Dark Elf,Unit,2,1,2,1,1,Warrior,"Hit Points: 2 Warrior. Action: When this unit enters play, take up to 2 resources from target opponent. Silent as a shadow, deadly as a knife in the dark.",Illich Henriquez,3
03022,Dark Initiate,Assault on Ulthuan,22,Dark Elf,Unit,1,1,1,1,1,Priest,Hit Points: 1 Priest. This unit does not count its power unless you have at least 2 developments in this zone. This I do in Khaine's name!,Cory Turner,
02033,Dark Riders,Path of the Zealot,33,Dark Elf,Unit,4,1,4,1,1,Cavalry,Hit Points: 4 Cavalry. This unit gains [Power] while any unit in play is corrupted. Black steeds carrying cruel warriors.,Stefan Kopinski,3
03028,Dark Sorceress,Assault on Ulthuan,28,Dark Elf,Unit,4,2,2,2,2,Sorcerer,"Hit Points: 2 Sorcerer. Reduce the cost to play this unit by 1 for each corrupted unit controlled by your opponents. She speaks to the shadows, and they answer her call.",Daarken,
03038,Dark Visions,Assault on Ulthuan,38,Dark Elf,Tactic,1,,,2,,Spell,"Spell. Play during your turn. Action: Search the top 5 cards of your deck for a card and put it into your hand. Then, shuffle your deck. Khaine reveals all to those willing to listen.",Clint Langley,
01091,Dark Zealot,Core Set,91,Chaos,Unit,3,1,3,1,1,Zealot,Hit Points: 3 Zealot. Let me introduce you to... pain!,Clint Langley,2
02050,Dat's Mine,Tooth and Claw,50,Orc,Quest,0,,,2,,,Quest. You may spend resources from this card to pay for Attachment cards that are played from your hand. Quest. Forced: Place 1 resource token on this card at the beginning of your turn if a unit is questing here.,Games Workshop Ltd,1
09001,Dawnstar Sword,Rising Dawn,1,Neutral,Support,4,,,0,0,"Artefact, Weapon",Artefact. Weapon. Attach to a target Hero or legend you control. This card cannot be targeted by card effects. Attached Hero or legend gains [Power][Power][Power][Power][Power] while in combat and takes 2 damage if it survives combat.,Lin Bo,3
10046,Dead-Eye Cannon Crew,Battle for the Old World,46,Dwarf,Unit,5,3,4,2,3,War Machine,"Hit Points: 4 War Machine. Battlefield only. Action: When this unit attacks, sacrifice X developments to destroy target non-Attachment support card in the attacked zone. X is the support card's cost.",0 Comments,3
06099,Deadly Salamander,The Eclipse of Hope,99,Neutral,Unit,4,2,3,0,2,"Lizardmen, Creature","Hit Points: 3 Lizardmen. Creature. Order only. Savage 2 (whenever this unit is dealt damage, it may deal 2 damage to target unit in any corresponding zone). Action: When this unit is opposed in combat, deal 1 damage to each attacking and defending unit.",Christopher Burdett,3
09116,Death in the Shadows,Shield of the Gods,116,Neutral,Tactic,1,,,0,,Skaven,"Skaven. Destruction only. Action: Corrupt a Skaven unit you control to deal 1 damage to target unit. Then, if that unit has 1 remaining hit point, destroy it.",Cristi Balanescu,3
02079,Deathmaster Sniktch,The Deathmaster's Dance,79,Neutral,Unit,4,2,2,0,2,"Hero, Skaven","Hit Points: 2 Hero. Skaven. Limit one Hero per zone. Destruction only. Action: Corrupt this unit to destroy one target unit with fewer hit points than the number of Skaven cards in play. Slay kill. Poison does for man-thing, point-ear, and dwarf-thing alike.",Jorge Maese,1
10095,Ded 'Ard,The Ruinous Hordes,95,Orc,Tactic,0,,,3,,,Action: Cancel an Action just triggered that targets a damaged unit you control. You'z no betta den a bitty gobbo!,Filip Burburan,3
10044,Ded Scary Boy,Battle for the Old World,44,Orc,Unit,3,1,3,1,1,Berserker,"Hit Points: 3 Berserker. Orc only. Ambush 2. Action: When this unit ambushes, it takes 1 damage. Then, units with no damage lose [Power][Power] until the end of the phase. You'z a ded 'umie now!",0 Comments,3
01043,Defend the Border,Core Set,43,Empire,Quest,0 +,,,,,,"- Quest. While Defend the Border has 3 or more resource tokens on it, redirect the first point of damage done to your capital each turn to another target unit or capital. Quest. Forced: Place 1 resource token on this card at the beginning of your turn if a unit is questing here.",,
03011,Defend Tor Aendris,Assault on Ulthuan,11,High Elf,Quest,2,,,1,,,"Quest. Any unit questing here may defend any zone. Quest. You may spend resources on this quest to pay for cards and effects. Quest. Forced: At the end of any turn in which the questing unit defended, place 2 resource tokens on this card.",Karl Kopinski,
12039,Defend Your Honor!,Hidden Kingdoms,39,Dwarf,Tactic,0 +,,,,,,- Action: Defending Dwarf units gain Toughness X until the end of the turn. X is the number of defending units.,,
01001,Defender of the Hold,Core Set,1,Dwarf,Unit,1,1,1,1,1,Warrior,"Hit Points: 1 Warrior. Battlefield only. My blood for the hold, 'tis a fair trade.",Clint Langley,3
01023,Demolition!,Core Set,23,Dwarf,Tactic,2,,,1,,,Action: Destroy one target support card or development. KABOOM!,Caravan Studio,1
01046,Demoralise,Core Set,46,Empire,Tactic,0 +,,,,,,- Action: One target unit loses [PP] until the end of the turn.,,
06014,Den of Iniquity,Omens of Ruin,14,Chaos,Support,2,1,,2,1,Building,Building. Units in a zone with no developments enter play corrupted.,Federico Piatti,3
04005,Derricksburg Forge,The Burning of Derricksburg,5,Empire,Support,2,1,,1,1,Building,"Building. Kingdom. Action: When this card enters play, gain 1 resource. Quest. Action: When this card enters play, draw a card.",Chase Toole,3
09036,Descendant of Gods,Fragments of Power,36,Neutral,Support,3,0,,0,0,"Attachment, Condition",Attachment. Condition. Attach to a target legend. Attached legend gets +4 hit points and can defend any of your zones.,Magali Villeneuve,3
04046,Descendant of Indraugnir,The Silent Forge,46,High Elf,Unit,6,4,4,3,4,Dragon,"Hit Points: 4 Dragon. Action: When this unit attacks, deal 4 indirect damage to each opponent (players allocate their own indirect damage).",Sandara Tang,3
06033,Desecrated Temple,Chaos Moon,33,Chaos,Support,2,1,,1,1,Building,"Building. Action: When a [Chaos] unit you control leaves play, destroy target development. Your gods are weak and your empire doomed. Bow to Chaos!",Simon Dominic,3
08099,Desertion,City of Winter,99,Neutral,Tactic,1,,,0,,,Limited. Action: Each player sacrifices a neutral card he controls (you choose first). War is a heavy burden.,Yoann Boissonnet,3
10048,Devoted to Taal,Battle for the Old World,48,Empire,Tactic,0,,,1,,,"Limited. Action: Take target experience attached to a unit or legend you control into your hand. Then, attach this card facedown to that unit or legend as an experience.",David Nash,3
08105,Devotee of Chamon,The Imperial Throne,105,Empire,Unit,2,1,1,1,1,Mage,"Hit Points: 1 Mage. Action: Deal 1 uncancellable damage to a Mage unit you control. Then, this unit gains [Power] until the end of the turn. Lend me your aid.",Illich Henriquez,3
06105,Dey'z Bigga,Fiery Dawn,105,Orc,Tactic,1,,,3,,,"Action: Each unit with the highest printed cost cannot be targeted by card effects until the end of the turn. Da orc what fights an' runz away can alwayz come back f'r anudder go, see?",Jason Juta,3
04090,Dis Stuff Burns Gud,The Fourth Waystone,90,Orc,Tactic,3,,,2,,,"Action: Sacrifice a unit to destroy target Building support card. Then, each player takes 3 indirect damage (players allocate their own indirect damage). Wunda wut dis black powda dus?",Mark Smith,3
08074,Disc of Tzeentch,Karaz a Karak,74,Chaos,Support,0,,,3,0,"Attachment, Creature","Attachment. Creature. Attach to a target [Chaos] unit. While attached unit is corrupted, it gains [Power] and may attack from any zone.",Illich henriquez,3
01106,Disciple of Khaine,Core Set,106,Dark Elf,Unit,3 +,1,3,,,"Warrior, Priest",- Action: Spend 2 resources to redirect one combat damage just assigned to this unit to another target unit.,,
04094,Disciple of Malekith,The Fourth Waystone,94,Dark Elf,Unit,5,3,3,2,3,"Warrior, Elite","Hit Points: 3 Warrior. Elite. Action: When an opponent discards one or more cards from his hand, this unit gains [Power] until the end of the turn. A scream in the night, a blade in the back, these are the things of art.",Kaya,3
04073,Disgraced Champion,Redemption of a Mage,73,Chaos,Unit,3,1,1,1,1,Warrior,"Hit Points: 1 Warrior. Action: When this unit is destroyed, deal 2 damage to target unit. I was once just like you...",Ryan Barger,3
10029,Distribute the Spoils,Oaths of Vengeance,29,Empire,Tactic,0,,,3,,,Play only if you just dealt combat damage to an opponent's capital. Action: Attach 2 experience to target attacking unit.,Even Mehl Amundsen,3
04008,Do You Know Who I Am?,The Burning of Derricksburg,8,High Elf,Tactic,3,,,2,,,Action: Each non-[High Elf] unit in play loses [Power] until the end of the turn. Do not bother me.,Carolina Eade,3
10082,Dominion of Chaos,The Ruinous Hordes,82,Chaos,Quest,0,,,3,,Mission,"Mission. Play in any opponent's zone under your control. When you assign combat damage to this zone, you may place any number of that combat damage on this quest instead. Forced: When the 3rd damage token is placed here, sacrifice this quest to corrupt up to 3 target units.",Karl Christenson,3
08005,Doom Bearer,The Inevitable City,5,Chaos,Unit,2,0,2,1,0,Standard Bearer,"Hit Points: 2 Standard Bearer. Action: When a unit enters this zone, corrupt target unit you control. A morbid collection of skin and bone.",Diego Gisbert,3
01065,Doom Divers,Core Set,65,Orc,Unit,4 +,2,2,,,Goblin,"- Battlefield. Forced: After your turn begins, each player must either sacrifice a development or deal 1 damage to each section of his capital.",,
10106,Doom-Seeker,Faith and Steel,106,Dwarf,Unit,2,1,2,2,1,Slayer,"Hit Points: 2 Slayer. Action: When this unit survives an attack on an opponent's zone, sacrifice this unit to destroy target support card in that zone.",0 Comments,3
06032,Doombull,Chaos Moon,32,Chaos,Unit,3,1,2,1,1,Warrior,"Hit Points: 2 Warrior. Action: When this unit leaves play, deal 4 damage to target unit in any corresponding zone. Steady, lads. He can't get past us if we hold the line! - Sergeant Feipel, last words",Marco Caradonna,3
04080,Doomsayer of Morr,Redemption of a Mage,80,Neutral,Unit,3,1,3,0,1,Warrior,"Hit Points: 3 Warrior. Order only. Action: When an opponent's unit is destroyed, draw a card. There is much power in death.",Rod Pereira,3
10006,Doors of Karak Hirn,Days of Blood,6,Dwarf,Support,3,1,,3,1,Fortification,"Fortification. This zone cannot be attacked, unless each other zone you control is burning. Once the doors are shut, nobody gets in.",Alyn Ware Spiller,3
08112,Doubling of the Guard,The Imperial Throne,112,Empire,Tactic,1,,,2,,,"Action: Discard a card from your hand with X loyalty to draw X cards. ""Zzzzzzzz."" - words preceding a well-aimed kick from a superior",Igor Kieryluk,3
04084,Douse the Flames,The Fourth Waystone,84,Empire,Tactic,0,,,2,,,Action: Move 1 damage from one target unit to another target unit. Where's a bright wizard when you need one?,Erik Gist,3
04109,Dragon Armour,Bleeding Sun,109,High Elf,Support,2,,,2,0,Attachment,"Attachment. Attach to a target [High Elf] unit. Action: When attached unit defends, draw a card.",Andrew Johanson,3
08024,Dragon Caller,Realm of the Phoenix King,24,High Elf,Unit,1,,1,2,0,Musician,Hit Points: 1 Musician. Dragon units you control in any zone may defend this zone. Help is on the way.,Jen Zee,3
03012,Dragon Mage Wakening,Assault on Ulthuan,12,High Elf,Support,0,0,,1,0,Attachment,Attachment. Attach to a target unit. Attached unit gets +3 hit points. The dreams led me to my calling. Now they lead me to war!,Marco Caradonna,
03009,Dragon Prince,Assault on Ulthuan,9,High Elf,Unit,4,1,4,2,1,Warrior,"Hit Points: 4 Warrior. Forced: After Dragon Prince enters play from your hand, each player chooses up to 2 units in his battlefield. All other units in that zone are sacrificed. At one with the beasts they ride, the Dragon Princes are warriors without peer.",Daarken,
06030,Dragon's Lair,Chaos Moon,30,High Elf,Support,4,2,,2,2,Building,"Building. Action: At the beginning of your turn, put a resource token on this card. Then, you may remove 2 resource tokens on this card to search the top five cards of your deck for a Dragon unit and put it into play. Then, shuffle your deck.",Jon Bosco,3
02046,Dragonmage,Tooth and Claw,46,High Elf,Unit,5,2,3,3,2,"Mage, Elite","Hit Points: 3 Mage. Elite. Whenever this unit is assigned damage, cancel all but 1 of that damage. My dreams brought me to the dragon Galandwhir.",Sandara Tang Sin Yun,1
02081,Dragonslayer,Warpstone Chronicles,81,Dwarf,Unit,4,2,1,2,2,"Slayer, Toughness 2","Hit Points: 1 Slayer. Toughness 2 (whenever this unit is assigned damage, cancel 2 of that damage). When you attack during your battlefield phase, this unit may attack from your quest zone.",Michael Phillippi,3
04048,Drain Magic,The Silent Forge,48,High Elf,Tactic,1,,,2,,Spell,Spell. Action: Cancel a Spell card just played. Let the winds of magic drain away.,Carolina Eade,3
09056,Drakenhof Castle,The Accursed Dead,56,Neutral,Support,3,2,,0,2,"Undead, Location",Undead. Location. Destruction only. Action: Move a non-Undead unit in any player's discard pile to the bottom of his deck to cancel the next 2 damage assigned to target Undead unit this turn.,Michael Rasmussen,3
11054,Dreadfire Portal,Cataclysm,54,Neutral,Fulcrum,1,,,0,,,"Forced: When this fulcrum is channeled, destroy the unit channeling here and steal 1 dominance from target player.",Lino Drieghe,1
04068,Dreamer of Dragons,Redemption of a Mage,68,High Elf,Unit,3,1,3,1,1,"Mage, Elite","Hit Points: 3 Mage. Elite. Action: This unit takes 1 uncancellable damage. If it does, it gains [Power] until the end of the turn. I am plagued by dreams of fire and blood!",Jen Zee,3
06066,Dreams Uv Conkwest,Signs in the Stars,66,Orc,Quest,0,,,2,,,"Action: When you play a development from your hand, put a resource token on this card if a unit is questing here. Action: Discard X resource tokens on this card to move X damage from your capital to target unit you control.",Jason Juta,3
05045,Drowned Zombies,March of the Damned,45,Neutral,Unit,3,1,2,0,1,"Undead, Warrior.","Hit Points: 2 Undead. Warrior. Destruction only. Necromancy. Action: When this unit enters play, target development becomes a unit with 2 hit points and [Power] until the end of the turn. It also counts as a development.",Karl Kopinski,3
04016,Druchii Noble,The Burning of Derricksburg,16,Dark Elf,Unit,3,1,3,2,1,"Elite, Noble","Hit Points: 3 Elite. Noble. Action: When this unit attacks, it gains [Power] and target unit loses [Power] until the end of the turn. Dispose of this slave, it seems to have broken.",John Wigley,3
06078,Drycha,Signs in the Stars,78,Neutral,Unit,4,2,3,0,2,"Hero, Wood Elf, Forest Spirit","Hit Points: 3 Hero. Wood Elf. Forest Spirit. Order only. Limit one Hero per zone. Action: When this unit attacks, spend 2 resources to have it gain power equal to the number of developments in this zone until the end of the turn.",Oleg Saakyan,3
